customerid,country,distinctorders,revenue
15754,United Kingdom,3,458.57
15768,United Kingdom,3,621.83
15759,United Kingdom,3,253.04
15747,United Kingdom,3,974.04
15749,United Kingdom,3,44534.3
15730,United Kingdom,3,1120.88
15865,United Kingdom,3,895.13
15901,United Kingdom,3,363.88
15907,United Kingdom,3,967.45
15885,United Kingdom,3,379.35
15831,United Kingdom,3,801.76
15839,United Kingdom,3,1048.49
15969,United Kingdom,3,666.1
15980,United Kingdom,3,2398.86
16000,United Kingdom,3,12393.7
15933,United Kingdom,3,1107.46
15376,United Kingdom,3,1233.36
15399,United Kingdom,3,815.77
15414,United Kingdom,3,774.9
15436,United Kingdom,3,1122.53
15440,United Kingdom,3,383.68
15449,United Kingdom,3,974.52
15452,United Kingdom,3,538.73
15427,United Kingdom,3,1483.14
15533,United Kingdom,3,807.57
15525,United Kingdom,3,825.92
15506,United Kingdom,3,979.26
15516,United Kingdom,3,62.43
15485,United Kingdom,3,2575
15489,United Kingdom,3,1134.28
15456,United Kingdom,3,447.22
15462,United Kingdom,3,234.6
15467,United Kingdom,3,524.88
15651,United Kingdom,3,646.3
15680,United Kingdom,3,1333.68
15675,United Kingdom,3,323.69
15676,United Kingdom,3,3435.76
15646,United Kingdom,3,447.64
15643,United Kingdom,3,664
15568,United Kingdom,3,758.29
15549,United Kingdom,3,1693.26
15620,United Kingdom,3,1553.18
15577,United Kingdom,3,258.88
15582,United Kingdom,3,682.91
15589,United Kingdom,3,478.53
15238,United Kingdom,3,1071.99
15215,United Kingdom,3,734.94
15245,United Kingdom,3,2515.84
15321,United Kingdom,3,2748.31
15329,United Kingdom,3,1049.7
15334,United Kingdom,3,351.67
15344,United Kingdom,3,563.94
15289,United Kingdom,3,939.78
15297,United Kingdom,3,641.94
15306,United Kingdom,3,1174.35
15067,United Kingdom,3,1744.76
15050,United Kingdom,3,1782.09
15051,United Kingdom,3,1391.61
15053,United Kingdom,3,697.79
15032,United Kingdom,3,4959.1
15036,United Kingdom,3,465.55
15018,United Kingdom,3,496.21
15098,United Kingdom,3,39916.5
15100,United Kingdom,3,876
15111,United Kingdom,3,1567.48
15113,United Kingdom,3,3609.33
15122,United Kingdom,3,1633.78
15073,United Kingdom,3,1043.41
15133,United Kingdom,3,982.42
15156,United Kingdom,3,961.49
15157,United Kingdom,3,1936.07
15164,United Kingdom,3,843.05
15181,United Kingdom,3,689.48
15197,United Kingdom,3,1079.61
15192,United Kingdom,3,1044.32
14867,United Kingdom,3,710.28
14856,United Kingdom,3,1311.38
14880,United Kingdom,3,706.19
14971,United Kingdom,3,1116.57
14973,United Kingdom,3,1314.45
14997,United Kingdom,3,546.2
15009,United Kingdom,3,1261.78
15026,United Kingdom,3,469
14958,United Kingdom,3,499.68
14775,United Kingdom,3,1011.9
14779,United Kingdom,3,386.15
14803,United Kingdom,3,845.55
14798,United Kingdom,3,173.74
14823,United Kingdom,3,321.43
14818,United Kingdom,3,657.8
14836,United Kingdom,3,102.45
14828,United Kingdom,3,2139.76
14712,United Kingdom,3,917.07
14720,United Kingdom,3,663.81
14731,United Kingdom,3,380.02
14737,United Kingdom,3,1164.55
14759,United Kingdom,3,1625.97
14765,United Kingdom,3,254.11
14740,United Kingdom,3,1448.21
17152,United Kingdom,3,1689.5
17158,United Kingdom,3,1266.97
17159,United Kingdom,3,1538.88
17179,United Kingdom,3,711.79
17198,United Kingdom,3,692.22
17115,United Kingdom,3,837.5
17146,United Kingdom,3,749.78
17076,United Kingdom,3,841.08
17083,United Kingdom,3,1405.78
17095,United Kingdom,3,1324.16
17002,United Kingdom,3,1493.73
16969,United Kingdom,3,650.41
17014,United Kingdom,3,586.33
17015,United Kingdom,3,1842.56
17024,United Kingdom,3,95.85
17025,United Kingdom,3,357.77
17045,United Kingdom,3,339.44
17047,United Kingdom,3,1100.9
17048,United Kingdom,3,925.35
17058,United Kingdom,3,1179.89
17064,United Kingdom,3,859.35
17041,United Kingdom,3,1081.57
17033,United Kingdom,3,1030.14
17034,United Kingdom,3,745.52
16940,United Kingdom,3,3049.88
16930,United Kingdom,3,380.55
16924,United Kingdom,3,846.75
16927,United Kingdom,3,543.05
16950,United Kingdom,3,1178.56
16951,United Kingdom,3,1277.75
16943,United Kingdom,3,816.73
16948,United Kingdom,3,435.02
16960,United Kingdom,3,507.05
16997,United Kingdom,3,702
16885,United Kingdom,3,471.51
16889,United Kingdom,3,1578.67
16900,United Kingdom,3,887.11
16898,United Kingdom,3,508.81
16872,United Kingdom,3,680.02
16882,United Kingdom,3,705.12
16842,United Kingdom,3,1264.19
16832,United Kingdom,3,199.15
16866,United Kingdom,3,207.74
16851,United Kingdom,3,342.45
16804,United Kingdom,3,536.99
16807,United Kingdom,3,1121.59
16589,United Kingdom,3,459.24
16639,United Kingdom,3,1257.51
16669,United Kingdom,3,1374.87
16671,United Kingdom,3,1692.27
16714,United Kingdom,3,1161.53
16706,United Kingdom,3,531.35
16755,United Kingdom,3,1496.83
16759,United Kingdom,3,789.79
16762,United Kingdom,3,1501.38
16768,United Kingdom,3,478.09
16730,United Kingdom,3,743.11
16734,United Kingdom,3,650.51
16369,United Kingdom,3,1553.66
16356,United Kingdom,3,211.77
16357,United Kingdom,3,658.88
16245,United Kingdom,3,1413.66
16317,United Kingdom,3,1341.65
16330,United Kingdom,3,251.91
16324,United Kingdom,3,428.68
16325,United Kingdom,3,594.24
16431,United Kingdom,3,642.81
16416,United Kingdom,3,1051.4
16418,United Kingdom,3,675.27
16378,United Kingdom,3,362.95
16385,United Kingdom,3,555.89
16593,United Kingdom,3,330.03
16554,United Kingdom,3,837.1
16551,United Kingdom,3,922.12
16571,United Kingdom,3,1421.69
16572,United Kingdom,3,1009.6
16464,United Kingdom,3,1314.68
16460,United Kingdom,3,814.72
16462,United Kingdom,3,136
16473,United Kingdom,3,316.11
16442,United Kingdom,3,616.79
16488,United Kingdom,3,498.8
16478,United Kingdom,3,331
16495,United Kingdom,3,684.41
16496,United Kingdom,3,1599.52
16511,United Kingdom,3,950.26
16520,United Kingdom,3,1046.57
16532,United Kingdom,3,6748.8
16533,United Kingdom,3,1095.56
16214,United Kingdom,3,1062.75
16174,United Kingdom,3,1009.55
16157,United Kingdom,3,656.69
16164,United Kingdom,3,822.48
16298,United Kingdom,3,598.2
16303,United Kingdom,3,5360.63
16279,United Kingdom,3,1509.58
16221,United Kingdom,3,864.86
16226,United Kingdom,3,255.12
16233,United Kingdom,3,536.68
16110,United Kingdom,3,1337.48
16146,United Kingdom,3,734.13
16136,United Kingdom,3,709.38
16139,United Kingdom,3,635.41
16092,United Kingdom,3,817.86
16099,United Kingdom,3,731.9
16102,United Kingdom,3,1842.14
16079,United Kingdom,3,1352
16049,United Kingdom,3,1111.79
16034,United Kingdom,3,437.7
16037,United Kingdom,3,855.02
16038,United Kingdom,3,471.78
16040,United Kingdom,3,1313.55
16041,United Kingdom,3,3166.4
16010,United Kingdom,3,407.5
16008,United Kingdom,3,478.78
16020,United Kingdom,3,851.01
16023,United Kingdom,3,719.81
16012,United Kingdom,3,1415.29
16014,United Kingdom,3,662.38
16015,United Kingdom,3,705.39
18273,United Kingdom,3,204
18263,United Kingdom,3,1213.16
18259,United Kingdom,3,2338.6
18287,United Kingdom,3,1837.28
18170,United Kingdom,3,980.31
18202,United Kingdom,3,1396.99
18204,United Kingdom,3,1993.7
18188,United Kingdom,3,2001.04
18235,United Kingdom,3,1796.48
17886,United Kingdom,3,899.61
17897,United Kingdom,3,566.6
17864,United Kingdom,3,597.5
17817,United Kingdom,3,387.68
17830,United Kingdom,3,398.7
17835,United Kingdom,3,350.64
17892,United Kingdom,3,244.1
17917,United Kingdom,3,341.28
17932,United Kingdom,3,1331.57
17980,United Kingdom,3,811.45
17974,United Kingdom,3,740.79
17950,United Kingdom,3,482.2
17951,United Kingdom,3,1008.54
18081,United Kingdom,3,343.45
18062,United Kingdom,3,720.52
18059,United Kingdom,3,306.46
18017,United Kingdom,3,523
17990,United Kingdom,3,630.84
18035,United Kingdom,3,730.4
18036,United Kingdom,3,405.62
18043,United Kingdom,3,559.51
18149,United Kingdom,3,612.08
18150,United Kingdom,3,566.58
18167,United Kingdom,3,1384.86
18155,United Kingdom,3,371.62
18096,United Kingdom,3,911.15
18127,United Kingdom,3,348.73
18130,United Kingdom,3,1059.39
18136,United Kingdom,3,784.33
17590,United Kingdom,3,1479.22
17588,United Kingdom,3,1240.2
17579,United Kingdom,3,448.9
17580,United Kingdom,3,215.72
17573,United Kingdom,3,380.6
17557,United Kingdom,3,541.46
17564,United Kingdom,3,454.01
17550,United Kingdom,3,267.16
17545,United Kingdom,3,645.96
17631,United Kingdom,3,528.33
17646,United Kingdom,3,1008.39
17615,United Kingdom,3,329.6
17616,United Kingdom,3,571.2
17618,United Kingdom,3,971.58
17621,United Kingdom,3,1379.9
17703,United Kingdom,3,798.74
17736,United Kingdom,3,377.44
17724,United Kingdom,3,1033
17728,United Kingdom,3,2876.01
17765,United Kingdom,3,371.88
17768,United Kingdom,3,2273.18
17777,United Kingdom,3,665.86
17779,United Kingdom,3,658.57
17797,United Kingdom,3,780.43
17802,United Kingdom,3,1285.04
17734,United Kingdom,3,700.63
17759,United Kingdom,3,834.99
17398,United Kingdom,3,653.38
17411,United Kingdom,3,778.94
17405,United Kingdom,3,1031.41
17406,United Kingdom,3,2200.42
17440,United Kingdom,3,186.42
17420,United Kingdom,3,598.83
17429,United Kingdom,3,524.92
17500,United Kingdom,3,1138
17521,United Kingdom,3,723.21
17483,United Kingdom,3,414.04
17472,United Kingdom,3,710.29
17461,United Kingdom,3,757.46
17371,United Kingdom,3,423.89
17360,United Kingdom,3,585.79
17361,United Kingdom,3,488.2
17375,United Kingdom,3,400.1
17312,United Kingdom,3,644.3
17351,United Kingdom,3,587.15
17341,United Kingdom,3,781.36
17317,United Kingdom,3,2600.34
17320,United Kingdom,3,1200.62
17289,United Kingdom,3,944.41
17282,United Kingdom,3,1703.41
17295,United Kingdom,3,556.95
17266,United Kingdom,3,310.64
17267,United Kingdom,2,317.62
17277,United Kingdom,2,1065.35
17265,United Kingdom,2,562.9
17242,United Kingdom,2,1135.04
17237,United Kingdom,2,314.69
17232,United Kingdom,2,421.52
17235,United Kingdom,2,550.06
17250,United Kingdom,2,384.52
17252,United Kingdom,2,353.86
17254,United Kingdom,2,272.44
17255,United Kingdom,2,298.41
17256,United Kingdom,2,240
17259,United Kingdom,2,603.37
17298,United Kingdom,2,498.42
17290,United Kingdom,2,525.24
17321,United Kingdom,2,700.86
17311,United Kingdom,2,1384.85
17339,United Kingdom,2,243.36
17353,United Kingdom,2,1740
17357,United Kingdom,2,388.14
17358,United Kingdom,2,365.85
17329,United Kingdom,2,523.11
17330,United Kingdom,2,363.9
17334,United Kingdom,2,307.02
17376,United Kingdom,2,203.2
17387,United Kingdom,2,784.11
17384,United Kingdom,2,336.4
17362,United Kingdom,2,312.23
17374,United Kingdom,2,495.77
17462,United Kingdom,2,675.69
17466,United Kingdom,2,763.28
17468,United Kingdom,2,137
17459,United Kingdom,2,657.3
17453,United Kingdom,2,486.72
17489,United Kingdom,2,376.64
17495,United Kingdom,2,497.56
17501,United Kingdom,2,288.6
17503,United Kingdom,2,558.96
17505,United Kingdom,2,1145.84
17507,United Kingdom,2,605.58
17430,United Kingdom,2,265.76
17432,United Kingdom,2,365.76
17423,United Kingdom,2,698.41
17425,United Kingdom,2,759.17
17446,United Kingdom,2,120.9
17447,United Kingdom,2,541.53
17436,United Kingdom,2,216.3
17409,United Kingdom,2,771.85
17397,United Kingdom,2,696.41
17391,United Kingdom,2,508.8
17392,United Kingdom,2,457.91
17418,United Kingdom,2,463.46
17414,United Kingdom,2,778
17760,United Kingdom,2,287.59
17764,United Kingdom,2,818.82
17771,United Kingdom,2,245.81
17772,United Kingdom,2,182.77
17742,United Kingdom,2,355.11
17749,United Kingdom,2,674.52
17795,United Kingdom,2,350.39
17781,United Kingdom,2,188.02
17783,United Kingdom,2,283.47
17786,United Kingdom,2,278.74
17788,United Kingdom,2,1117.9
17737,United Kingdom,2,168.24
17733,United Kingdom,2,692.19
17707,United Kingdom,2,152.4
17708,United Kingdom,2,267.08
17711,United Kingdom,2,385.1
17704,United Kingdom,2,885.19
17695,United Kingdom,2,765.34
17691,United Kingdom,2,290.4
17679,United Kingdom,2,1992.11
17624,United Kingdom,2,843.48
17637,United Kingdom,2,547.06
17642,United Kingdom,2,712.29
17630,United Kingdom,2,503.6
17664,United Kingdom,2,604.64
17666,United Kingdom,2,728.16
17672,United Kingdom,2,3178.17
17674,United Kingdom,2,551.04
17668,United Kingdom,2,347.75
17658,United Kingdom,2,595.42
17549,United Kingdom,2,148.86
17537,United Kingdom,2,897.62
17540,United Kingdom,2,578.9
17555,United Kingdom,2,483.26
17566,United Kingdom,2,901.21
17584,United Kingdom,2,1242.3
17594,United Kingdom,2,993.18
17595,United Kingdom,2,388.79
17604,United Kingdom,2,309.36
17608,United Kingdom,2,193.42
18123,United Kingdom,2,589.44
18121,United Kingdom,2,673.1
18095,United Kingdom,2,580.05
18101,United Kingdom,2,223.65
18112,United Kingdom,2,352.69
18156,United Kingdom,2,734.94
18158,United Kingdom,2,453.4
18160,United Kingdom,2,638.06
18142,United Kingdom,2,1019.52
18143,United Kingdom,2,1000.16
18151,United Kingdom,2,653.35
18154,United Kingdom,2,399.19
18146,United Kingdom,2,160.35
18147,United Kingdom,2,179.34
18048,United Kingdom,2,172.29
18040,United Kingdom,2,357.2
17991,United Kingdom,2,93.35
18013,United Kingdom,2,187.29
18018,United Kingdom,2,122.14
18024,United Kingdom,2,389.78
18030,United Kingdom,2,230.65
18034,United Kingdom,2,422.88
18064,United Kingdom,2,814
18071,United Kingdom,2,453
18085,United Kingdom,2,689.95
18087,United Kingdom,2,4055.72
18080,United Kingdom,2,1231.5
18078,United Kingdom,2,336.13
17969,United Kingdom,2,228.2
17964,United Kingdom,2,471.7
17999,United Kingdom,2,382.06
18001,United Kingdom,2,417.23
18005,United Kingdom,2,249.72
17934,United Kingdom,2,704.25
17935,United Kingdom,2,145.79
17946,United Kingdom,2,149.58
17931,United Kingdom,2,408.36
17913,United Kingdom,2,411.6
17926,United Kingdom,2,397.29
17928,United Kingdom,2,212.54
17852,United Kingdom,2,114.34
17854,United Kingdom,2,311.26
17898,United Kingdom,2,152.06
17900,United Kingdom,2,112.2
17889,United Kingdom,2,203.87
17890,United Kingdom,2,602.09
18228,United Kingdom,2,779.9
18183,United Kingdom,2,632.07
18217,United Kingdom,2,621.75
18218,United Kingdom,2,662.08
18189,United Kingdom,2,1090.24
18190,United Kingdom,2,284.46
18196,United Kingdom,2,689.13
18205,United Kingdom,2,517.36
12646,USA,2,1346.97
18261,United Kingdom,2,324.24
18265,United Kingdom,2,801.51
18270,United Kingdom,2,283.15
18282,United Kingdom,2,178.05
18246,United Kingdom,2,596.1
18248,United Kingdom,2,804.02
18252,United Kingdom,2,526.67
16018,United Kingdom,2,408.9
15990,United Kingdom,2,792.11
16036,United Kingdom,2,758.92
16031,United Kingdom,2,548.94
16053,United Kingdom,2,1511.95
16048,United Kingdom,2,256.44
16080,United Kingdom,2,217.16
16070,United Kingdom,2,852.15
16091,United Kingdom,2,315.06
16083,United Kingdom,2,1317.62
16109,United Kingdom,2,611.88
16140,United Kingdom,2,725.18
16149,United Kingdom,2,280.52
16134,United Kingdom,2,618.09
16119,United Kingdom,2,423.36
16121,United Kingdom,2,867.11
16239,United Kingdom,2,414.2
16240,United Kingdom,2,3718.8
16243,United Kingdom,2,409.1
16244,United Kingdom,2,1522.75
16229,United Kingdom,2,1010.6
16230,United Kingdom,2,542.03
16268,United Kingdom,2,667.65
16250,United Kingdom,2,389.44
16253,United Kingdom,2,3683.86
16309,United Kingdom,2,706.57
16311,United Kingdom,2,616.26
16313,United Kingdom,2,274.15
16163,United Kingdom,2,856.6
16160,United Kingdom,2,1025.44
16217,United Kingdom,2,304.25
16212,United Kingdom,2,690.34
16208,United Kingdom,2,664.26
16189,United Kingdom,2,215.48
16200,United Kingdom,2,1080.62
16185,United Kingdom,2,529.41
16518,United Kingdom,2,484.32
16519,United Kingdom,2,215.08
16506,United Kingdom,2,90.3
16498,United Kingdom,2,100.97
16499,United Kingdom,2,365.45
16479,United Kingdom,2,300.83
16484,United Kingdom,2,404.3
16573,United Kingdom,2,663.61
16584,United Kingdom,2,936.08
16557,United Kingdom,2,281.85
16560,United Kingdom,2,841.41
16561,United Kingdom,2,511.12
16552,United Kingdom,2,379.73
16555,United Kingdom,2,285.89
16546,United Kingdom,2,787.15
16596,United Kingdom,2,250.15
16567,United Kingdom,2,865.6
16616,United Kingdom,2,500.42
16624,United Kingdom,2,810.57
16629,United Kingdom,2,417.73
16620,United Kingdom,2,178.96
16603,United Kingdom,2,482.47
16386,United Kingdom,2,317.2
16383,United Kingdom,2,668.36
16384,United Kingdom,2,584.5
16398,United Kingdom,2,1705.8
16399,United Kingdom,2,408.57
16402,United Kingdom,2,299.6
16405,United Kingdom,2,167.25
16411,United Kingdom,2,214.65
16414,United Kingdom,2,126.25
16427,United Kingdom,2,241.06
16441,United Kingdom,2,381.2
16446,United Kingdom,2,168472.49
16449,United Kingdom,2,707.69
16454,United Kingdom,2,6.9
16322,United Kingdom,2,326.75
16284,United Kingdom,2,823.97
16352,United Kingdom,2,494.44
16343,United Kingdom,2,370.48
16347,United Kingdom,2,887.65
16354,United Kingdom,2,395.8
16364,United Kingdom,2,707.04
16367,United Kingdom,2,804.49
16368,United Kingdom,2,497.43
16372,United Kingdom,2,367.93
16374,United Kingdom,2,473.03
16376,United Kingdom,2,987.01
16747,United Kingdom,2,836.06
16766,United Kingdom,2,1145.6
16716,United Kingdom,2,901.2
16723,United Kingdom,2,589.15
16674,United Kingdom,2,319.61
16698,United Kingdom,2,1998
16685,United Kingdom,2,324.24
16689,United Kingdom,2,422.6
16690,United Kingdom,2,225.58
16692,United Kingdom,2,1276
16693,United Kingdom,2,482.01
16642,United Kingdom,2,688.33
16644,United Kingdom,2,833.78
16647,United Kingdom,2,214.06
16634,United Kingdom,2,217.9
16667,United Kingdom,2,570.13
16653,United Kingdom,2,1212.66
16808,United Kingdom,2,288.42
16811,United Kingdom,2,547.07
16835,United Kingdom,2,180.85
16836,United Kingdom,2,251.87
16838,United Kingdom,2,588.85
16824,United Kingdom,2,460.64
16825,United Kingdom,2,775.18
16828,United Kingdom,2,128.5
16805,United Kingdom,2,460.59
16792,United Kingdom,2,110.38
16777,United Kingdom,2,226.35
16778,United Kingdom,2,245.94
16788,United Kingdom,2,597.48
16780,United Kingdom,2,425.19
16852,United Kingdom,2,144.91
16855,United Kingdom,2,328.4
16859,United Kingdom,2,747.81
16861,United Kingdom,2,173.76
16863,United Kingdom,2,502.8
16883,United Kingdom,2,276.73
16884,United Kingdom,2,429.84
16916,United Kingdom,2,576.26
16897,United Kingdom,2,289.78
16984,United Kingdom,2,4481.35
16986,United Kingdom,2,1873.2
16957,United Kingdom,2,416.64
16980,United Kingdom,2,1078.96
16968,United Kingdom,2,439.43
16952,United Kingdom,2,167.61
16933,United Kingdom,2,563.23
16934,United Kingdom,2,950.93
17035,United Kingdom,2,433.53
17026,United Kingdom,2,154.83
17029,United Kingdom,2,716
17031,United Kingdom,2,380.35
17018,United Kingdom,2,920.1
17004,United Kingdom,2,1412.94
16999,United Kingdom,2,484.82
17084,United Kingdom,2,2949.75
17078,United Kingdom,2,378.2
17080,United Kingdom,2,287.62
17081,United Kingdom,2,290.16
17082,United Kingdom,2,2003.85
17144,United Kingdom,2,984.57
17134,United Kingdom,2,425
17119,United Kingdom,2,606.91
17105,United Kingdom,2,665.78
17100,United Kingdom,2,971.74
17194,United Kingdom,2,262.62
17189,United Kingdom,2,384.4
17190,United Kingdom,2,444.74
17229,United Kingdom,2,318.76
17221,United Kingdom,2,335.13
17223,United Kingdom,2,426.79
17166,United Kingdom,2,206.34
17169,United Kingdom,2,835.78
17181,United Kingdom,2,239.92
17186,United Kingdom,2,144
17163,United Kingdom,2,293.1
17155,United Kingdom,2,251.7
17157,United Kingdom,2,319
14768,United Kingdom,2,192.6
14770,United Kingdom,2,876.42
14761,United Kingdom,2,255.9
14754,United Kingdom,2,638.05
14716,United Kingdom,2,329.68
14819,United Kingdom,2,272.07
14813,United Kingdom,2,155.43
14815,United Kingdom,2,778.5
14817,United Kingdom,2,1110.34
14780,United Kingdom,2,447.68
14784,United Kingdom,2,289.99
14785,United Kingdom,2,77.4
14788,United Kingdom,2,679.44
14778,United Kingdom,2,730.86
14947,United Kingdom,2,290.82
14918,United Kingdom,2,1610.15
14920,United Kingdom,2,977.77
14921,United Kingdom,2,1316.07
14960,United Kingdom,2,221.27
14965,United Kingdom,2,599
14984,United Kingdom,2,213.27
14985,United Kingdom,2,296.75
14987,United Kingdom,2,326.4
14995,United Kingdom,2,233.23
15030,United Kingdom,2,518.28
15012,United Kingdom,2,423.04
15014,United Kingdom,2,260.17
14998,United Kingdom,2,429.87
14882,United Kingdom,2,589.7
14891,United Kingdom,2,554.38
14893,United Kingdom,2,1237.85
14896,United Kingdom,2,468.77
14915,United Kingdom,2,307.48
14904,United Kingdom,2,1025.44
14905,United Kingdom,2,616.15
14857,United Kingdom,2,1173.12
14855,United Kingdom,2,645.65
14853,United Kingdom,2,475.8
14851,United Kingdom,2,511.35
14862,United Kingdom,2,841.2
14865,United Kingdom,2,52.2
14875,United Kingdom,2,1465.32
14869,United Kingdom,2,725.7
15198,United Kingdom,2,193.64
15182,United Kingdom,2,622.85
15184,United Kingdom,2,406.76
15186,United Kingdom,2,411.41
15163,United Kingdom,2,304.47
15146,United Kingdom,2,1327.16
15139,United Kingdom,2,178.96
15123,United Kingdom,2,2199.31
15124,United Kingdom,2,184.19
15121,United Kingdom,2,457.72
15101,United Kingdom,2,317.53
15103,United Kingdom,2,703.36
15104,United Kingdom,2,1027.44
15088,United Kingdom,2,1160.07
15092,United Kingdom,2,457.81
15045,United Kingdom,2,735.66
15054,United Kingdom,2,302.1
15057,United Kingdom,2,1489.5
15068,United Kingdom,2,553.36
15071,United Kingdom,2,982.07
15287,United Kingdom,2,486.69
15272,United Kingdom,2,721.94
15274,United Kingdom,2,716.57
15349,United Kingdom,2,473.81
15339,United Kingdom,2,574.07
15330,United Kingdom,2,714.96
15315,United Kingdom,2,570.5
15366,United Kingdom,2,602.51
15364,United Kingdom,2,913.19
15353,United Kingdom,2,777.02
15355,United Kingdom,2,277.05
15246,United Kingdom,2,514.15
15252,United Kingdom,2,740.78
15258,United Kingdom,2,623.16
15265,United Kingdom,2,1506.12
15244,United Kingdom,2,631.57
15239,United Kingdom,2,780.59
15205,United Kingdom,2,653.24
15211,United Kingdom,2,894.41
15213,United Kingdom,2,328.35
15230,United Kingdom,2,429.6
15232,United Kingdom,2,612.06
15223,United Kingdom,2,755.75
15224,United Kingdom,2,322.08
15599,United Kingdom,2,761.74
15579,United Kingdom,2,348.6
15612,United Kingdom,2,195.15
15573,United Kingdom,2,607.45
15565,United Kingdom,2,173.16
15545,United Kingdom,2,292.72
15636,United Kingdom,2,724.76
15648,United Kingdom,2,657.35
15649,United Kingdom,2,816
15626,United Kingdom,2,675.8
15630,United Kingdom,2,1186.35
15689,United Kingdom,2,254.1
15690,United Kingdom,2,239.76
15653,United Kingdom,2,877.44
15654,United Kingdom,2,922.53
15661,United Kingdom,2,309.8
15665,United Kingdom,2,2242.01
15468,United Kingdom,2,467.51
15469,United Kingdom,2,538.55
15478,United Kingdom,2,1441.42
15494,United Kingdom,2,1299.23
15497,United Kingdom,2,1262.2
15492,United Kingdom,2,659.46
15512,United Kingdom,2,121
15526,United Kingdom,2,148.44
15522,United Kingdom,2,398.84
15531,United Kingdom,2,2007.44
15429,United Kingdom,2,397.35
15433,United Kingdom,2,533.3
15422,United Kingdom,2,97.7
15424,United Kingdom,2,383.34
15444,United Kingdom,2,1418.26
15402,United Kingdom,2,626.77
15406,United Kingdom,2,510.71
15398,United Kingdom,2,1345.53
15393,United Kingdom,2,231.86
15381,United Kingdom,2,596.85
15384,United Kingdom,2,642.41
15935,United Kingdom,2,416.86
15918,United Kingdom,2,334.23
15919,United Kingdom,2,639.89
15912,United Kingdom,2,264.62
15951,United Kingdom,2,708.22
15948,United Kingdom,2,955.24
15949,United Kingdom,2,364.72
15963,United Kingdom,2,470.76
15985,United Kingdom,2,1142.42
15967,United Kingdom,2,418.83
15976,United Kingdom,2,430.94
15977,United Kingdom,2,1054.73
15840,United Kingdom,2,355.56
15847,United Kingdom,2,389.27
15850,United Kingdom,2,238.85
15852,United Kingdom,2,160.71
15863,United Kingdom,2,68.84
15889,United Kingdom,2,446.87
15894,United Kingdom,2,263.55
15897,United Kingdom,2,222.05
15869,United Kingdom,2,149.64
15872,United Kingdom,2,360.93
15883,United Kingdom,2,396.48
15877,United Kingdom,2,493.28
15732,United Kingdom,2,294.12
15734,United Kingdom,2,1339.45
15713,United Kingdom,2,356.7
15714,United Kingdom,2,330.88
15700,United Kingdom,2,696.68
15695,United Kingdom,2,409.98
15724,United Kingdom,2,218.25
15762,United Kingdom,2,583.75
15763,United Kingdom,2,1086.92
15757,United Kingdom,2,714.42
15791,United Kingdom,2,1612.69
15800,United Kingdom,2,699.08
15813,United Kingdom,2,1303.91
15829,United Kingdom,2,636.14
15821,United Kingdom,2,570.96
15822,United Kingdom,2,885.47
14442,Channel Islands,2,1589.82
12465,Belgium,2,742.19
12876,Belgium,2,2218.02
14934,Channel Islands,2,1890.94
12431,Belgium,2,972.78
12865,Austria,2,1568.23
12379,Belgium,2,852.24
12386,Australia,2,401.9
12397,Belgium,2,2409.9
12422,Australia,2,386.2
12424,Australia,2,1760.96
12358,Austria,2,1168.06
12434,Australia,2,806.14
12535,France,2,716.35
12508,France,2,398.27
12493,France,2,433.74
12582,Finland,2,511.36
12630,Finland,2,1270.88
12435,Denmark,2,7829.89
13919,Denmark,2,384.81
12375,Finland,2,457.5
12455,Cyprus,2,1698.9
12457,Cyprus,2,392.7
12781,Czech Republic,2,826.74
12406,Denmark,2,3415.3
12365,Cyprus,2,641.38
12694,France,2,869.67
12689,France,2,1247.61
12589,France,2,646.68
12571,France,2,519.61
12624,France,2,641.13
12616,France,2,713.3
12604,France,2,254.18
12468,Germany,2,729.54
12735,France,2,779.57
12716,France,2,1053.49
12719,France,2,644.95
12504,Germany,2,482.05
12516,Germany,2,1312.06
12492,Germany,2,263.21
12559,Germany,2,561.71
12522,Germany,2,192.72
12701,Germany,2,797.71
12673,Germany,2,610.52
12572,Germany,2,1020.42
12585,Germany,2,2040.1
12590,Germany,2,9864.26
12592,Germany,2,437.6
12625,Germany,2,2683.82
12635,Germany,2,1689.18
14912,Italy,2,867.85
12438,Norway,2,2906.85
12755,Japan,2,3811.95
12763,Japan,2,494.08
13814,Germany,2,1579.12
13816,Germany,2,571.67
13817,Germany,2,382.98
14335,Germany,2,468.26
12717,Greece,2,1030.98
12512,Israel,2,138.03
12653,Israel,2,2209.85
12552,Italy,2,437.82
12578,Italy,2,2794.51
12822,United Kingdom,2,948.88
12838,United Kingdom,2,683.13
12832,United Kingdom,2,383.03
12829,United Kingdom,2,293
12410,Switzerland,2,693.33
12452,Switzerland,2,430.57
12371,Switzerland,2,1887.96
12377,Switzerland,2,1628.12
12384,Switzerland,2,585.27
13493,Switzerland,2,618.63
12739,United Arab Emirates,2,1013.04
12458,Switzerland,2,947.4
12461,Switzerland,2,826.88
12462,Spain,2,1189.59
12450,Spain,2,197.88
12784,Portugal,2,574.42
12793,Portugal,2,545.48
12794,Portugal,2,860.41
12815,Poland,2,1063.46
12816,Poland,2,572.2
12758,Portugal,2,2791.59
12762,Portugal,2,1898.52
12545,Spain,2,1000.39
12546,Spain,2,1161.5
12547,Spain,2,207.8
