customerid,InvoiceNo,month,order_count
13694,566867,9,8
16255,565472,9,36
16764,566962,9,32
13777,567311,9,8
14047,568541,9,3
17997,568368,9,7
14276,565236,9,21
12409,567642,9,1
13611,566285,9,42
13808,565842,9,8
16761,565409,9,13
14543,568398,9,3
13416,567329,9,11
13548,565445,9,63
13055,567873,9,50
15154,568212,9,85
14907,565201,9,39
14508,566240,9,24
15521,565677,9,11
16613,569148,9,30
16474,566301,9,24
14177,565577,9,1
15400,566045,9,1
14487,567169,9,2
13767,567376,9,9
14387,568314,9,42
12839,568882,9,20
16157,568647,9,6
12364,567897,9,2
15492,568327,9,28
18229,569082,9,12
13599,566975,9,22
12676,569018,9,7
15867,569143,9,26
13079,566218,9,1
14159,565541,9,150
14156,565749,9,5
16814,566489,9,22
13098,565781,9,20
14660,566667,9,16
12867,565434,9,90
14312,566188,9,9
16808,565225,9,4
15238,565616,9,23
18225,567148,9,33
13064,566422,9,12
16451,566480,9,14
14688,566014,9,13
15804,567942,9,10
14019,565315,9,17
13186,565839,9,12
14820,568175,9,7
13908,567613,9,46
16101,569026,9,76
17894,568788,9,33
16115,568686,9,53
16011,565091,9,16
13408,566722,9,12
13131,568996,9,17
17758,567662,9,79
13804,567809,9,35
17611,568655,9,20
14901,566452,9,11
16715,567939,9,19
15955,568917,9,32
12830,566207,9,9
17848,567362,9,1
14129,565468,9,3
16029,567456,9,6
15750,568668,9,75
16369,567424,9,50
15410,567140,9,15
16672,565155,9,10
17090,566434,9,38
16215,567382,9,14
15513,565675,9,38
13384,568458,9,11
17949,569085,9,1
14824,568552,9,5
12656,568645,9,29
13860,566622,9,24
16029,567455,9,3
15500,567312,9,18
12435,567526,9,17
13694,566866,9,13
17677,567171,9,4
17058,567199,9,13
17675,569110,9,46
17675,569111,9,1
14911,568095,9,120
15185,569133,9,21
14688,569078,9,8
13488,566572,9,19
15150,568207,9,48
12518,568103,9,33
12851,565426,9,50
17841,565141,9,81
17442,565844,9,19
14060,567628,9,19
13097,568059,9,74
16878,567158,9,3
18226,567190,9,20
17873,567522,9,7
12728,568953,9,13
14503,569140,9,45
17449,565667,9,9
16706,565326,9,34
17685,566345,9,59
15198,566051,9,5
12640,567293,9,42
15061,568538,9,9
16771,568198,9,64
12921,566721,9,25
13434,565404,9,5
13035,568378,9,15
12619,567958,9,13
17950,568702,9,32
15916,568099,9,9
16076,567611,9,5
13013,565993,9,12
15502,566243,9,1
12540,567340,9,36
14446,567462,9,100
14056,567153,9,36
17071,566443,9,18
13759,568955,9,24
16638,565211,9,8
13629,565222,9,5
14911,565289,9,26
16794,566297,9,31
15573,566851,9,56
14004,567819,9,22
15398,567880,9,35
18241,567525,9,3
17813,568984,9,57
14868,568800,9,15
15392,566315,9,25
13336,568069,9,51
16393,565751,9,28
14038,567854,9,27
13798,568653,9,4
17069,567189,9,24
13552,566705,9,15
14040,565768,9,8
14194,566597,9,19
18196,565648,9,63
17573,566964,9,1
16813,565408,9,32
18041,569025,9,23
13571,565971,9,46
13516,568659,9,31
16764,568662,9,48
15241,568535,9,4
15140,567617,9,11
17750,565210,9,19
15343,566583,9,21
17949,565240,9,2
16326,568141,9,44
16059,568831,9,40
14894,566891,9,23
17719,566441,9,18
12748,569100,9,21
14401,565513,9,13
17961,566321,9,1
13813,566268,9,15
15034,569129,9,101
15058,567302,9,13
16909,568729,9,18
15194,566606,9,20
17965,566094,9,52
16629,568402,9,14
17017,568576,9,18
16872,568131,9,3
17218,568992,9,17
13468,568219,9,7
15807,568094,9,40
12930,567886,9,11
16910,567878,9,87
12425,567929,9,36
14834,568802,9,19
15394,567892,9,17
18205,568239,9,15
14878,567168,9,22
16584,567483,9,14
15061,568537,9,6
18158,566304,9,24
16984,566408,9,130
13470,565154,9,3
13994,567973,9,21
14908,568313,9,9
15865,566308,9,15
14212,566260,9,9
14931,568242,9,17
14527,567622,9,19
12437,565321,9,9
14456,568517,9,124
12680,568518,9,10
13394,567898,9,23
15950,567768,9,9
17107,568193,9,106
12535,566074,9,16
13954,569060,9,13
12701,567578,9,32
13704,566432,9,6
14681,568906,9,1
13881,568876,9,10
15311,566558,9,30
12963,566971,9,15
14321,568381,9,26
13509,565080,9,2
15605,566226,9,11
13272,566248,9,8
12731,569097,9,26
15603,567711,9,2
12756,566623,9,4
13126,568590,9,25
17719,568159,9,15
16603,568222,9,11
14221,567459,9,34
16354,568558,9,38
17716,565728,9,17
14646,567795,9,21
14409,569004,9,8
13488,568669,9,15
17376,569106,9,11
13507,565384,9,20
15159,566232,9,6
16928,567514,9,9
18235,568780,9,51
15271,565674,9,13
17656,568526,9,35
14944,568086,9,9
17679,566790,9,26
12490,565854,9,42
17651,567533,9,37
13694,568797,9,12
12832,565327,9,18
14565,565457,9,18
15035,566234,9,27
18065,566669,9,28
12540,566040,9,23
16279,566604,9,47
17564,567488,9,16
17309,565614,9,12
15622,566632,9,5
17139,566400,9,93
15529,566495,9,146
15626,568220,9,29
17339,565757,9,5
13418,567066,9,23
16080,567203,9,5
12682,567296,9,18
16778,568324,9,11
17037,566571,9,75
14147,567937,9,3
18102,566931,9,3
15796,568727,9,13
16016,567621,9,11
15754,568393,9,13
14401,567513,9,6
17091,565367,9,1
14077,567856,9,6
14062,568790,9,1
13418,565235,9,29
15834,569136,9,77
15744,567969,9,3
14911,565857,9,85
12372,568872,9,13
13988,568593,9,68
12527,567291,9,3
15618,566027,9,8
12569,565423,9,6
15975,567104,9,24
12621,567305,9,15
16076,565995,9,35
17450,567458,9,7
15636,566235,9,17
13458,565133,9,14
13808,565419,9,27
12957,568868,9,48
14152,568169,9,20
17628,567343,9,5
13555,568513,9,23
18242,568676,9,44
14298,567510,9,5
17802,567180,9,65
15136,565453,9,29
16350,566968,9,10
14965,565433,9,2
16281,568697,9,17
14239,565747,9,10
14060,566491,9,15
17799,565152,9,60
14397,567531,9,2
13441,566077,9,13
14282,567333,9,17
12685,565930,9,64
17965,566117,9,1
15860,565248,9,32
17811,566042,9,31
16362,566206,9,3
17345,565856,9,13
15039,567472,9,25
14146,567338,9,22
12921,566774,9,13
12924,566421,9,15
14735,565205,9,2
15075,568047,9,27
16172,565585,9,18
12748,566190,9,37
16103,567614,9,10
13089,565116,9,27
17669,566875,9,15
13538,565753,9,2
14800,568166,9,23
15290,567639,9,22
13330,566017,9,26
17557,567323,9,20
15841,566728,9,15
13983,566320,9,17
14141,568469,9,7
15584,568583,9,19
13704,567683,9,16
13314,568394,9,40
17949,565241,9,2
16404,569139,9,23
12592,566054,9,9
15078,568323,9,13
12619,566586,9,7
14397,565792,9,7
15804,566954,9,1
16945,565238,9,15
16011,566063,9,10
17386,565142,9,2
16709,566988,9,29
16426,566008,9,42
16959,566594,9,7
17511,567610,9,42
12901,567309,9,1
14911,569028,9,19
14676,567707,9,9
15311,565776,9,19
14067,565415,9,25
17779,566518,9,32
14825,566284,9,7
17841,565766,9,138
17949,565858,9,1
17073,567186,9,54
18222,565934,9,19
13089,567379,9,11
16674,565331,9,35
16767,565790,9,16
13390,568215,9,13
17381,565181,9,6
16705,565230,9,31
14217,568243,9,7
15799,568168,9,61
17716,565731,9,9
16891,565481,9,25
13249,565918,9,19
17870,568795,9,20
12457,566756,9,34
14367,566912,9,54
12681,568040,9,38
15622,566631,9,2
13634,566720,9,63
12704,567938,9,15
14527,566329,9,18
17865,566429,9,1
14290,567326,9,17
15845,566621,9,18
13774,567294,9,22
14428,567658,9,13
16108,567062,9,48
16723,566184,9,1
16574,568910,9,28
16523,565458,9,14
13563,567139,9,10
13228,567325,9,2
14309,565849,9,15
16629,565456,9,50
16173,565381,9,25
16813,567858,9,26
15696,567524,9,18
17079,567888,9,2
17450,567453,9,1
15745,568397,9,18
16527,567356,9,14
14659,567821,9,45
16686,565401,9,55
17365,566562,9,98
16057,565449,9,2
12842,569147,9,20
16057,565446,9,18
12879,567324,9,3
15939,566241,9,2
12434,567085,9,34
14030,566298,9,21
13695,567252,9,7
14177,565563,9,18
15105,566675,9,3
16735,565243,9,34
17049,567095,9,37
14961,566193,9,55
15005,565478,9,46
18273,565480,9,1
13122,565783,9,1
14482,565202,9,6
12971,565206,9,2
14188,568873,9,12
17370,568585,9,8
15218,568241,9,14
13700,566001,9,5
13183,566634,9,8
12718,568988,9,19
16689,567173,9,10
15099,567096,9,23
13798,566619,9,3
14561,568164,9,33
12516,567959,9,13
18172,567907,9,10
14562,567160,9,13
13639,568321,9,40
15804,565779,9,34
14432,566279,9,51
15498,566980,9,13
13704,567344,9,8
17243,567816,9,21
13127,567976,9,15
16418,565932,9,33
17450,569030,9,9
16156,566922,9,26
13767,566537,9,11
12409,567721,9,44
16656,567537,9,5
15071,565838,9,14
16729,565198,9,28
13842,568696,9,41
12971,566628,9,2
16210,565311,9,2
14715,565730,9,27
17388,567977,9,2
18109,566198,9,25
13426,566245,9,11
15370,568907,9,23
17315,566624,9,15
14466,568515,9,10
16474,566302,9,1
14436,565242,9,9
13107,566772,9,19
16013,569108,9,2
17220,565186,9,12
15671,565685,9,8
17481,565795,9,19
16172,565586,9,2
12612,568350,9,19
13384,568460,9,3
13798,565901,9,9
12567,565443,9,50
14911,568706,9,17
15081,566719,9,6
13408,568187,9,18
16669,567869,9,1
17572,565090,9,2
15298,565920,9,33
12598,568994,9,18
12569,566059,9,3
14712,568201,9,13
15026,567485,9,35
15856,565665,9,26
17865,566833,9,12
14606,566730,9,26
17783,568715,9,37
18194,567172,9,7
17377,568224,9,22
17731,567660,9,18
18236,567529,9,7
14696,568947,9,20
15187,569013,9,3
16777,567481,9,11
18016,568328,9,48
15243,568329,9,22
12550,567653,9,57
17841,568712,9,148
17480,568013,9,29
13147,565127,9,1
12921,565317,9,14
17405,568589,9,27
17315,568199,9,7
14156,565748,9,58
17663,567111,9,16
17004,566013,9,26
17562,566588,9,7
14189,565436,9,20
16656,565459,9,6
13700,566010,9,58
17002,566860,9,19
18102,566934,9,8
13018,566862,9,11
15755,566440,9,21
12726,566736,9,21
16384,566236,9,9
14177,566744,9,3
15215,565424,9,16
15513,565676,9,5
18241,565153,9,7
13431,566319,9,36
14562,566729,9,8
18135,567489,9,4
15365,567204,9,36
17370,566047,9,9
14096,568346,9,335
16268,569005,9,36
17864,566269,9,59
13450,566276,9,19
12502,565519,9,39
13334,567182,9,53
18180,566431,9,18
16745,565320,9,18
17061,568423,9,20
16735,565244,9,6
13083,568139,9,14
17997,565386,9,40
14239,568945,9,14
17920,567804,9,41
17573,565802,9,11
15571,567849,9,16
17841,566085,9,49
14227,566823,9,1
16626,567542,9,14
17757,569132,9,52
16469,566601,9,49
15036,568709,9,68
16779,568995,9,21
16999,568364,9,17
17841,567165,9,64
14298,568675,9,23
18232,567287,9,5
13576,565418,9,5
13823,566092,9,26
17033,566740,9,14
14434,568705,9,3
16333,565228,9,2
14306,566788,9,26
17865,567638,9,2
12709,568987,9,23
18278,568492,9,9
15187,569012,9,12
14916,565796,9,16
14646,567280,9,66
14562,566073,9,27
13552,566707,9,3
15674,568553,9,54
13999,565479,9,15
13437,565220,9,8
13848,566028,9,1
12748,568384,9,1
13408,566229,9,5
14305,568952,9,42
17716,568153,9,16
18242,568658,9,8
12455,568554,9,19
12579,567915,9,29
16359,565733,9,4
13514,568383,9,4
15189,565128,9,8
13061,568713,9,10
13079,568182,9,2
14911,567899,9,52
12523,567657,9,8
18180,567383,9,13
16241,565432,9,68
18092,566617,9,16
17428,566929,9,47
17034,567523,9,10
12965,566291,9,109
13769,566043,9,15
16456,565144,9,12
17612,565593,9,22
14171,565397,9,58
13196,567092,9,63
14529,568066,9,80
15838,567962,9,17
14051,566086,9,5
14911,569130,9,4
16531,568344,9,12
14691,565410,9,29
14755,568495,9,16
12566,566739,9,19
13946,567632,9,2
15978,568101,9,49
15050,568913,9,1
15601,566289,9,14
14020,566444,9,18
16713,568531,9,101
13263,566605,9,64
14680,568877,9,18
14285,568149,9,16
14806,568206,9,11
17576,566932,9,31
13155,567545,9,16
14524,568878,9,28
13505,568650,9,92
15144,566016,9,30
13972,569081,9,6
17133,566575,9,8
14261,567742,9,45
14530,565850,9,45
16523,566270,9,32
16924,567094,9,24
12748,568374,9,2
16036,566591,9,44
17163,567893,9,3
13949,565725,9,38
14062,566089,9,7
13102,567327,9,17
17404,566494,9,17
13408,568195,9,1
16145,568399,9,21
15652,566202,9,21
17735,565803,9,43
17450,567377,9,1
15199,565679,9,4
15144,568786,9,10
14096,565383,9,19
15134,568660,9,15
14239,565121,9,8
16182,568673,9,11
16458,566425,9,10
14735,567236,9,21
15827,568556,9,16
16029,565793,9,1
17857,565293,9,2
13233,568318,9,26
18122,567077,9,41
15365,565451,9,35
15706,568167,9,23
12921,567145,9,27
14646,566557,9,57
15304,566770,9,2
15958,568322,9,7
17433,566427,9,54
12739,565218,9,37
18093,565914,9,2
17739,568783,9,8
18189,568051,9,28
17757,566520,9,23
16945,566915,9,16
13647,568900,9,27
16160,566817,9,15
13130,565780,9,2
17552,569007,9,35
17090,565372,9,1
12680,566256,9,7
13136,566554,9,37
13519,567941,9,8
14842,565598,9,12
15364,565465,9,26
16880,565115,9,23
14307,566307,9,34
16187,565147,9,16
16266,568494,9,11
13539,566783,9,16
16458,568688,9,10
14410,566053,9,42
16839,568343,9,6
16107,566247,9,3
14487,567164,9,34
13704,568387,9,22
13515,568614,9,24
15522,566564,9,42
17368,565861,9,3
18211,566769,9,7
13026,565924,9,11
17593,566079,9,37
14487,566272,9,43
13575,569015,9,16
16589,568944,9,18
15565,569035,9,4
13503,568902,9,17
17001,566172,9,11
16551,565462,9,10
12727,565587,9,7
15189,565877,9,6
15417,566930,9,28
14915,566192,9,4
13405,568375,9,2
17961,566778,9,15
17898,566921,9,8
13434,568332,9,5
15504,567310,9,13
13089,567798,9,28
14895,566215,9,5
15105,566674,9,31
17838,566283,9,28
13881,565492,9,1
17652,567138,9,25
13021,569141,9,16
15971,566318,9,4
17865,566426,9,13
16871,566299,9,14
17949,565123,9,1
16161,566567,9,14
12483,565287,9,14
14412,568568,9,28
14837,566231,9,18
15249,566162,9,18
15841,568652,9,8
14367,568156,9,39
12709,565440,9,19
13305,565082,9,3
14527,565312,9,20
15839,567454,9,29
18173,566649,9,6
14849,565610,9,18
15466,566914,9,57
12604,567640,9,6
14608,566829,9,7
16261,568174,9,25
13486,567846,9,17
13435,568203,9,17
17919,566405,9,23
15527,566262,9,20
12615,568798,9,29
15974,565618,9,25
16422,568509,9,4
16362,566203,9,36
16342,568190,9,2
13769,566044,9,1
12457,567188,9,1
16268,569006,9,9
18102,565291,9,5
13767,567346,9,9
12955,566023,9,18
18192,568792,9,45
14096,567656,9,421
14227,566821,9,25
15214,568213,9,18
13880,566484,9,12
12600,567134,9,6
14911,566776,9,19
15321,569020,9,48
14092,565092,9,18
14125,567890,9,84
16422,567308,9,7
13748,565463,9,13
15752,565915,9,67
14159,567211,9,84
13866,568340,9,7
17581,567792,9,33
16653,568908,9,67
16906,567288,9,51
12971,566046,9,3
16211,566326,9,23
15675,567313,9,5
15443,568491,9,47
13884,566274,9,36
12720,565759,9,21
12936,567859,9,33
13018,566006,9,19
17700,565672,9,30
13854,566050,9,5
12957,568869,9,4
13018,566863,9,4
17730,567718,9,22
14298,567917,9,42
16989,567644,9,1
16209,566322,9,5
16485,568104,9,42
17811,568390,9,11
13372,566261,9,23
17475,567659,9,14
12657,567793,9,28
13925,566020,9,6
17870,566091,9,27
16929,568785,9,5
16607,568519,9,20
12422,565466,9,8
15189,565741,9,4
17340,567487,9,1
14680,565631,9,10
14911,567720,9,19
14223,566039,9,21
14004,565328,9,8
17027,567808,9,2
17227,569144,9,10
12584,567478,9,15
17841,568049,9,87
18217,569036,9,19
15344,568333,9,17
15611,569125,9,5
13576,568954,9,8
13650,566394,9,17
16750,568542,9,17
17466,567699,9,23
12748,565860,9,2
13658,566869,9,43
15502,566244,9,5
16796,566277,9,18
14649,568710,9,62
12352,567505,9,18
13941,566246,9,8
15453,566055,9,41
17716,565729,9,1
14796,565682,9,64
16689,568150,9,3
12562,567191,9,21
16229,566612,9,35
14110,566305,9,21
14475,568801,9,14
16899,566225,9,11
16717,565473,9,26
12674,566115,9,22
16013,565285,9,4
13376,565197,9,14
16818,568909,9,39
15429,568180,9,47
17050,565437,9,30
14911,568048,9,66
13777,567960,9,8
13199,566052,9,3
14911,567616,9,11
14534,565565,9,16
18118,566171,9,42
16983,565407,9,44
14198,566648,9,8
16327,567477,9,57
17154,568181,9,23
17451,567195,9,12
15351,567675,9,45
13599,566974,9,4
14646,565975,9,1
16236,567864,9,20
13263,569037,9,69
12678,567756,9,10
18109,568661,9,22
13468,565937,9,8
17594,566950,9,36
13518,566786,9,38
15901,568050,9,42
16745,566709,9,23
18283,565579,9,47
12415,565145,9,8
14235,568192,9,7
14965,565431,9,81
14156,565916,9,31
17164,567612,9,44
16240,568065,9,75
16594,568185,9,53
14883,568550,9,2
12820,568236,9,14
13145,566083,9,3
13743,566328,9,4
15498,566981,9,20
16150,566312,9,20
14911,568221,9,22
16669,567866,9,77
14356,567528,9,13
15311,567099,9,58
16361,568896,9,43
12879,566170,9,4
15933,568990,9,23
15287,569104,9,15
12471,567924,9,8
15311,567980,9,32
13045,565156,9,18
12545,568179,9,16
17447,568794,9,28
16401,566694,9,17
18102,567852,9,13
16928,565758,9,15
14178,565350,9,18
14911,565214,9,13
18069,566451,9,141
15511,566923,9,23
14262,567142,9,27
14753,566589,9,30
14911,568654,9,68
13137,566018,9,81
17220,568938,9,70
18102,567747,9,1
12971,565216,9,2
13018,568665,9,19
14562,567944,9,27
15311,565309,9,5
16828,565870,9,1
13566,567170,9,113
14944,568082,9,24
15984,569009,9,3
16746,566967,9,23
15549,568132,9,11
16173,567934,9,4
15306,566021,9,13
14702,567943,9,17
12783,568208,9,18
16609,566482,9,67
18172,567908,9,3
12877,567826,9,13
14739,565763,9,10
14944,565670,9,25
17883,566731,9,20
17243,566019,9,31
12748,566281,9,139
18102,568718,9,1
17450,567387,9,7
15050,568901,9,57
15061,568536,9,7
13468,565643,9,8
18188,568058,9,42
15593,569080,9,5
15910,565209,9,30
12987,568493,9,14
14164,567457,9,28
13748,565464,9,2
15382,566976,9,116
17750,567181,9,14
18241,568312,9,9
14665,566239,9,24
16523,567635,9,28
13124,566258,9,85
14307,566309,9,2
14440,568663,9,11
17567,565923,9,13
18001,566647,9,42
18230,565756,9,12
15764,566465,9,2
13139,568671,9,73
13211,565664,9,44
17389,568319,9,19
15205,566969,9,13
16573,566972,9,26
14606,566264,9,25
13016,568540,9,1
17949,569086,9,1
15594,565806,9,30
15491,565644,9,5
17411,568140,9,16
12647,566267,9,19
18172,565208,9,11
14533,566293,9,16
13448,567474,9,91
18155,568178,9,6
15240,567124,9,16
15505,567076,9,28
13321,566746,9,9
16189,566928,9,6
16650,568791,9,24
14299,567802,9,23
18017,567354,9,1
15782,566282,9,21
13319,566087,9,27
18027,565249,9,21
18065,566670,9,1
14824,566199,9,15
16515,566124,9,25
14441,565673,9,10
12694,569122,9,17
17415,567623,9,14
16029,565592,9,2
17426,566219,9,57
16918,565588,9,39
13267,566061,9,16
16141,566399,9,30
18102,567806,9,6
14897,566448,9,7
15533,567176,9,11
16362,566208,9,2
14606,567292,9,16
14911,565800,9,40
16655,568191,9,89
15452,568916,9,9
16460,567200,9,26
16085,567672,9,48
17949,569084,9,1
14780,567664,9,19
12895,566616,9,16
13877,566755,9,3
16293,566081,9,14
14667,568325,9,48
12647,567914,9,3
14978,568670,9,38
17131,568165,9,40
16169,568146,9,26
15301,568578,9,20
15189,565740,9,4
14609,568666,9,1
13777,567895,9,1
16133,569103,9,13
15067,567851,9,13
15955,568918,9,1
17905,568998,9,1
14818,568413,9,23
17238,567126,9,43
14735,567239,9,6
16128,568070,9,37
13588,566620,9,12
16370,567185,9,48
17498,568160,9,17
15465,567159,9,10
13089,567801,9,13
16360,566420,9,33
12583,567552,9,22
15253,566361,9,3
13854,566435,9,4
14111,565569,9,2
14243,565584,9,15
12724,567300,9,27
15251,566220,9,25
17786,566864,9,44
14524,568874,9,13
17024,565158,9,1
14462,567156,9,32
13695,565332,9,14
15239,567709,9,30
13631,565086,9,1
13670,568204,9,25
14735,566865,9,1
15622,566629,9,25
13012,567909,9,11
18102,567860,9,8
12748,566861,9,2
17191,565734,9,37
13993,566254,9,10
12635,566233,9,61
13658,566870,9,7
12937,568919,9,32
17705,568234,9,16
14415,565388,9,65
17581,567794,9,26
14681,568966,9,1
14191,567372,9,16
16353,566178,9,4
13038,567506,9,6
15488,565929,9,2
12910,567823,9,21
16400,565737,9,29
12609,567904,9,17
17450,569029,9,2
13323,567097,9,5
13098,566576,9,20
12883,566288,9,19
14916,569016,9,19
12412,568223,9,16
15044,568147,9,20
16468,568330,9,2
17159,568210,9,25
17306,568943,9,5
14146,567339,9,50
18102,568717,9,2
17373,568921,9,11
17530,566959,9,45
12685,565801,9,26
14180,566196,9,4
13389,568218,9,20
14961,567341,9,43
14866,567385,9,22
12449,566076,9,45
15144,568784,9,2
15829,565204,9,25
15039,566123,9,35
14911,566846,9,6
17068,565732,9,14
17410,565454,9,7
13210,565788,9,22
16057,565448,9,3
16033,567184,9,119
15089,565784,9,19
18102,566933,9,16
16928,566747,9,14
17841,568227,9,47
13324,566257,9,9
14527,568875,9,18
17560,565669,9,3
14208,565750,9,10
12415,565146,9,1
14422,569046,9,61
17613,567303,9,32
12828,565212,9,4
12841,566251,9,22
17800,566189,9,13
12637,566163,9,67
13614,566278,9,17
17724,568951,9,19
12488,568137,9,21
14646,565967,9,51
15189,566201,9,1
13867,568245,9,30
17311,567865,9,31
16603,566186,9,23
17819,568804,9,2
17450,567423,9,12
17603,567868,9,11
16332,568690,9,41
16394,568685,9,11
17386,565143,9,1
16145,565088,9,24
16558,566048,9,23
16133,568158,9,25
13960,568881,9,4
12393,568708,9,25
14911,568310,9,37
17006,568155,9,13
12444,566773,9,20
14414,566169,9,10
15653,565936,9,2
13055,567874,9,4
16438,567174,9,37
12362,568651,9,40
12388,568145,9,22
14032,566590,9,19
15707,566735,9,43
14732,566442,9,19
15062,568993,9,12
14546,568060,9,127
13813,569017,9,17
13104,566818,9,9
12616,565612,9,21
13316,567615,9,21
15114,565855,9,24
14132,566587,9,20
18261,565461,9,15
14124,567102,9,5
18172,566848,9,1
13384,566582,9,28
12721,567618,9,24
15998,566599,9,77
17460,565778,9,7
13510,565594,9,23
18102,566935,9,5
15719,565129,9,87
12679,566492,9,2
13562,567206,9,29
13276,565087,9,7
15502,566242,9,8
13240,565441,9,15
14911,565213,9,8
17602,566913,9,109
15712,568893,9,1
16348,567875,9,32
12787,566173,9,8
17609,568566,9,32
13092,569077,9,4
13429,568211,9,24
16624,567470,9,27
14522,568789,9,1
16027,566108,9,1
17228,566539,9,48
13880,566485,9,9
15061,568533,9,10
17961,569099,9,1
13410,568235,9,8
17293,566951,9,13
12748,568703,9,141
13408,566228,9,5
14456,566290,9,217
17306,565084,9,6
13069,565122,9,38
16076,566009,9,1
15660,566904,9,19
13959,567661,9,58
14135,568148,9,5
17450,567480,9,2
15737,567630,9,12
14911,566625,9,50
14258,566227,9,16
18259,566917,9,21
12621,567336,9,10
13862,568574,9,21
14420,565219,9,29
16422,566487,9,5
13269,566393,9,17
17837,568186,9,30
18102,566936,9,7
17805,568471,9,10
12826,568805,9,13
18229,565805,9,10
17340,567484,9,28
16681,568595,9,1
12722,566918,9,3
12989,566447,9,4
14395,567818,9,75
18118,568046,9,53
14156,565412,9,6
17841,566296,9,50
16682,566058,9,5
17841,566717,9,54
16719,568226,9,22
16989,565330,9,1
15587,566250,9,2
18228,567579,9,20
17591,568530,9,9
13178,568527,9,34
16098,566486,9,13
17716,566732,9,18
13324,566255,9,18
16910,566734,9,64
12517,568472,9,23
15714,567983,9,5
12437,567910,9,10
17640,566618,9,5
13200,568326,9,21
17287,568311,9,28
13831,566479,9,5
13089,569027,9,40
15358,568228,9,36
13925,566022,9,2
16690,568700,9,7
14101,568512,9,5
14096,566217,9,34
14292,566396,9,18
16379,567700,9,27
14709,565845,9,17
16464,567482,9,85
15980,566310,9,19
13630,568136,9,6
14711,566194,9,52
12540,568001,9,7
15885,565862,9,16
12457,566916,9,1
15462,565754,9,4
17722,565450,9,21
14335,565430,9,42
12822,566580,9,37
14540,568163,9,50
14129,565467,9,15
14911,567378,9,58
16820,565542,9,26
12526,565765,9,29
15311,567626,9,14
14156,569010,9,27
13099,565217,9,1
16775,568726,9,19
16168,565724,9,7
14852,565439,9,29
12921,565318,9,23
16978,568054,9,39
13347,569126,9,8
15949,568999,9,12
13767,567425,9,9
13309,566424,9,25
14895,566213,9,74
13067,567175,9,15
14911,568707,9,3
14655,569011,9,13
12748,565399,9,4
16426,566005,9,21
14250,566271,9,74
16904,565735,9,1
15555,567912,9,85
12708,568674,9,20
17576,565200,9,16
13880,566483,9,17
12433,566195,9,81
17961,567192,9,4
16029,565791,9,2
18055,567128,9,79
16086,565325,9,8
14360,565726,9,72
15628,565316,9,16
16843,565808,9,1
13851,565580,9,12
18044,566559,9,23
14201,567408,9,6
16735,567797,9,17
12670,565239,9,23
16525,567162,9,9
14217,568366,9,3
15321,569021,9,9
12748,569123,9,33
15311,568505,9,12
15159,566230,9,23
13021,569142,9,1
17788,568391,9,2
14419,568428,9,42
16241,565435,9,1
14947,568711,9,4
16910,568061,9,58
17015,569000,9,74
12720,567512,9,9
14606,568667,9,32
16422,568511,9,1
13627,567625,9,21
14057,566286,9,15
17633,568829,9,20
12839,566035,9,25
16782,567966,9,10
17218,566287,9,24
15602,569019,9,16
15380,566750,9,7
12461,565785,9,1
16198,568200,9,15
13089,565117,9,69
12437,565322,9,5
17644,567822,9,24
17422,565863,9,16
12436,565124,9,16
15640,567881,9,28
15366,568202,9,36
13138,567516,9,14
12408,565246,9,17
13321,568704,9,2
12348,568172,9,3
14911,567900,9,1
12664,566598,9,4
12925,568230,9,23
18237,566175,9,10
13950,568549,9,8
13078,566708,9,11
13089,567800,9,1
12739,567824,9,1
18094,567193,9,12
14298,567509,9,29
16161,567879,9,29
16705,568196,9,14
14110,566738,9,3
14164,569101,9,1
12748,565251,9,5
12569,565777,9,4
14713,565224,9,30
14107,565447,9,25
15410,565223,9,15
15523,567154,9,10
16353,566556,9,1
17193,566633,9,4
17144,567093,9,23
18102,567785,9,6
12705,568056,9,38
14952,568781,9,16
17469,568592,9,18
14606,567679,9,18
16558,567697,9,26
18053,569014,9,20
12940,566488,9,19
14211,565405,9,13
14163,566596,9,10
18198,568883,9,19
17527,567369,9,14
15804,566723,9,12
15755,568367,9,39
13886,568897,9,16
15981,568063,9,20
16383,568301,9,49
15067,567850,9,34
15301,568577,9,15
13927,568238,9,21
13787,568154,9,24
14808,568231,9,20
17724,567508,9,10
17491,568317,9,10
12352,568699,9,14
17674,568320,9,16
17348,568833,9,50
16985,566403,9,7
14691,568905,9,1
16434,565429,9,14
15547,567179,9,35
14948,568915,9,10
15187,566080,9,1
15237,567887,9,16
15738,565417,9,12
15547,566295,9,40
17147,567368,9,19
16210,566759,9,4
17434,566901,9,22
13158,565727,9,23
18229,566627,9,6
16460,568657,9,92
13756,565853,9,14
17677,566822,9,16
16839,567515,9,6
16626,568379,9,8
16235,567342,9,1
16358,567636,9,22
15533,566294,9,33
15312,568171,9,9
15933,566713,9,24
12871,567144,9,7
16729,569105,9,49
13381,566292,9,23
13499,568382,9,7
14684,567213,9,41
17511,568485,9,6
16173,566075,9,14
15194,567936,9,15
13408,565093,9,6
16136,567957,9,7
15701,568409,9,8
13741,568787,9,14
16681,567971,9,9
16011,568793,9,17
16407,568316,9,27
13004,567954,9,30
16119,568586,9,11
15947,567161,9,29
14951,567663,9,20
17416,567975,9,28
14217,565125,9,7
16722,565119,9,21
